review_text,sentiment,cluster12,cluster_label,x,y
"Paid for it, it's alright if you don't use the widget. Constantly freezes and needs refreshing.",Neutral,11,Widget issues,11.508954,6.706576
It a decent basic app for what I need. My only current issue is that the height of each task box. Way too much white space on each individual task.,Neutral,8,General task/app praise,13.409744,4.525494
Wish it wou.d sync better to audio all calenders that I have in google,Positive,10,Calendar integration,15.730397,7.2124844
"This app is simple and easy to use. After a year of trying other to do apps, I have loaded this onto my phone and laptop. The app works great and synchs great as well. New graphics are awesome. One detail that needs to be addresses: deletion of completed tasks is very cumbersome!",Positive,2,General positive,12.436472,3.2968283
What should I do if I want more sublists ?! There is no way ! 🙁,Negative,0,Task management,12.839785,5.311528
Nice app. You can organize tour day. You will not forget things anymore,Positive,8,General task/app praise,13.906853,4.0703163
"Confusing without a lot of explanation on what is what. Might be good when I figure it out, but it's not a real intuitive app and has a figure it out curve.",Neutral,2,General positive,12.319895,2.3191164
Love it! I hope we get more stickers but its great.,Positive,3,Ease of use,12.934491,2.5110757
"This is a simple app and should not have any premium features and yet, one of the most important things about an online to-do list: a reminder notification, costs money.",Neutral,4,Reminders & notifications,13.62687,6.8809075
"So far, just setting it up is very easy...for me. The gaming aspect of it is very appealing for the ADHD side of me. I wish I could get the full version but that will have to wait until I get a job. Thank you so much for creating this app.",Positive,8,General task/app praise,13.742539,3.912879
"I found this app difficult to organize in a way that was useful for me. I couldn't separate which items showed up on my phone widget by topic, so it showed all of them which was unnecessary. I also found the reminders to plan my day annoying. It would be better with an improved calendar and prioritizing options. Last, it is extremely frustrating to try and unsubscribe from yearly renewal. It is buried deep in the info and the actual faq for this has a broken link. Super sketchy and rude.",Negative,10,Calendar integration,14.357822,6.9225636
"So far, I think it's good enough, but a little advice from me, it would be better if the ""note"" mode added a folder feature, that is, we can ""add notes to a note"". Hopefully it can be responded to and thank you for reading.",Positive,3,Ease of use,13.702723,5.081903
Eh....not great for an expensive app. One of my important tasks went missing. I asked for help but response hasn't produced the lost task yet...,Negative,8,General task/app praise,12.251798,5.898369
Free version lacks any motivation to actually get off your phone since the tree grows no matter what app you're on,Positive,7,App stability & updates,8.400358,3.426472
Don't like how it automatically syncs with Gmail and calender,Negative,10,Calendar integration,15.49422,7.223311
Terrible can't control whether things repeat it not and a study task is automatically a habit? Stupidly paid for the premium upfront. Agree with others that idk where 4.6 came from.,Negative,5,Habit tracking,14.9579525,3.4004028
not work in my tab Lenovo yoga 3 bed experience 😑😒😞,Negative,9,Sync & login issues,10.78523,5.6809964
"I like it, also I would like, like a wedget but for the block screen. Then you don't need to open the phone, only activate the screen in order to see the next task in your calendar",Positive,10,Calendar integration,16.10098,6.5137606
Do not download,Negative,9,Sync & login issues,10.567242,4.3971267
"Excellent with a single exception. I've used Todoist for about 5 years and it's the best app in its class- the free version outperforms other paid apps in my experience. The one thing holding it back for me is the home screen widget. On my phone it struggles to load, lags, is unresponsive, won't select tasks properly,, the list may well go on- in short there are so many things which sometimes break, it rarely works. This is fundamental. 5 stars if fixed. Til then, it's a reluctant 3.",Neutral,8,General task/app praise,12.64392,5.4649143
Love this app!!! It's so easy to use. It helps me be organized with the option of having multiple lists. Plus....it's colorful!!,Positive,8,General task/app praise,13.200451,4.58309
"Very simple UI. Potentially too simple and plain but hard to tell without using it for extended period of time, some may like it scaled back look. Can only add 5 habits before having to pay a fee for premium. Hardly enough to actually truly test drive the app before paying. Seems costly for the simplicity of the app.",Negative,2,General positive,12.169014,3.1759062
"So you just put tasks in alphabetical order instead of the order in which I need to do them depending on the time there should be the capability to change that I do not want to read my tasks in alphabetical order I want to read them in the order that I placed them on my task list I'm uninstalling this app I don't know why I keep trying to use it, it never works well.",Negative,0,Task management,13.46978,5.610098
User friendly! All the things I look for in a paper agenda...now on my phone.,Positive,8,General task/app praise,14.345147,3.692744
Please add feature that let me switch between lists by swiping right and left in list page. Thank you so much for this great app 👏👏,Positive,0,Task management,13.058269,4.882821
"Widget unresponsive. Boy, I am incredibly unlikely. I am the ONLY one to ever experience this! It must just be me.",Negative,11,Widget issues,11.3806925,7.105839
I liked this app it is really helping me and reminding me to do things on time and I am able to be proactive,Positive,8,General task/app praise,14.510972,4.3285418
